Asset Id,Asset Unique Id,Parent Asset Id,Date Created,External Asset Ref,External Asset Created On,External Asset Updated On,Client Asset Id,Client Date Created,Client Last Modified,Asset Type,Category Name,Asset Status,Compliance Status,Site Name,Sub Block Name,Zone Name,Location Name,
11251,EV-EL041,,2022-04-29 10:10:55,,,,,,,Emergency Lights,Fire,Un-assigned,,Eden View,,1st Floor,Lounge,
11252,EC - TMV8,,2022-04-29 10:12:20,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11253,EC - TMV9,,2022-04-29 10:13:32,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11254,EC - TMV10,,2022-04-29 10:14:31,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11255,EC - TMV11,,2022-04-29 10:15:17,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11256,EC - TMV12,,2022-04-29 10:16:24,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11257,EC - TMV13,,2022-04-29 10:17:20,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11258,EC - TMV14,,2022-04-29 10:18:13,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11259,EC - TMV15,,2022-04-29 10:19:12,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11260,EC - TMV16,,2022-04-29 10:20:22,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11261,EC - TMV17,,2022-04-29 10:21:13,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11262,EC - TMV18,,2022-04-29 10:22:06,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11263,EC - TMV19,,2022-04-29 10:26:22,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11264,EC - TMV20,,2022-04-29 10:27:17,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11265,EC - TMV21,,2022-04-29 10:28:01,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Eastcliffe,,,,
11266,LA - TMV1,,2022-05-03 13:27:32,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lynnwood Avenue,,,,
11267,LA - TMV2,,2022-05-03 13:28:37,,,,,,,TMV (Thermostatic Mixing Valve),Water,Assigned,,Lynnwood Avenue,,,,
11268,LA - TMV3,,2022-05-03 14:09:02,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lynnwood Avenue,,,,
11269,LA - TMV4,,2022-05-03 14:10:25,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lynnwood Avenue,,,,
11270,LA - TMV5,,2022-05-03 14:12:41,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Lynnwood Avenue,,,,
11271,PL - TMV1,,2022-05-03 14:15:36,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11273,PL - TMV2,,2022-05-03 14:24:09,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11274,PL - TMV3,,2022-05-03 14:24:56,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11275,PL - TMV4,,2022-05-03 14:26:25,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11276,PL - TMV5,,2022-05-03 14:27:27,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11277,PL - TMV6,,2022-05-03 14:28:27,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11278,PL - TMV7,,2022-05-03 14:29:38,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11279,PL - TMV8,,2022-05-03 14:30:48,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11280,PL - TMV9,,2022-05-03 14:31:43,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11281,PL - TMV10,,2022-05-03 14:33:34,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11282,PL - TMV11,,2022-05-03 14:34:51,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11283,PL - TMV12,,2022-05-03 14:35:40,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11284,PL - TMV13,,2022-05-03 14:36:38,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11285,PL - TMV 14,,2022-05-03 14:38:04,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11286,PL - TMV15,,2022-05-03 14:39:14,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11287,PL - TMV16,,2022-05-03 14:40:12,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Park Lodge,,,,
11288,CD - TMV1,,2022-05-03 15:19:49,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Cedars,,,,
11289,CD - TMV2,,2022-05-03 15:20:44,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Cedars,,,,
11290,CD - TMV3,,2022-05-03 15:27:55,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Cedars,,,,
11291,CD - TMV4,,2022-05-03 15:29:12,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Cedars,,,,
11292,CD - TMV5,,2022-05-03 15:30:06,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Cedars,,,,
11293,CD - TMV6,,2022-05-03 15:31:38,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Cedars,,,,
11294,CD - TMV7,,2022-05-03 15:35:50,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Cedars,,,,
11295,CD - TMV8,,2022-05-03 15:36:48,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Cedars,,,,
11296,TG - TMV1,,2022-05-03 15:40:10,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11297,TG - TMV2,,2022-05-03 15:43:23,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11298,TG - TMV3,,2022-05-03 15:44:47,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11299,TG - TMV4,,2022-05-03 15:45:37,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11300,TG - TMV5,,2022-05-03 15:47:02,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11301,TG - TMV6,,2022-05-03 15:48:01,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11302,TG - TMV7,,2022-05-03 15:50:25,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11303,TG - TMV8,,2022-05-03 15:51:16,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11304,TG - TMV9,,2022-05-03 15:51:59,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,The Grove,,,,
11305,TH - TMV1,,2022-05-03 15:56:40,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11306,TH - TMV2,,2022-05-03 15:57:33,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11307,TH - TMV3,,2022-05-03 15:58:22,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11308,TH - TMV4,,2022-05-03 15:59:08,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11309,TH - TMV5,,2022-05-03 15:59:56,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11310,TH - TMV6,,2022-05-03 16:00:46,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11311,TH - TMV7,,2022-05-03 16:01:30,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11312,TH - TMV8,,2022-05-03 16:02:28,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11313,TH - TMV9,,2022-05-03 16:03:15,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11314,TH - TMV10,,2022-05-03 16:04:08,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11315,TH - TMV11,,2022-05-03 16:05:03,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11316,TH - TMV12,,2022-05-03 16:05:57,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11317,TH - TMV13,,2022-05-03 16:06:48,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11318,TH - TMV14,,2022-05-03 16:08:03,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11319,TH - TMV15,,2022-05-03 16:08:47,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Trinity House,,,,
11327,TD - TMV1,,2022-05-06 14:44:16,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11328,TD - TMV2,,2022-05-06 14:45:22,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11329,TD - TMV3,,2022-05-06 14:47:04,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11330,TD - TMV4,,2022-05-06 14:50:59,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11331,TD - TMV5,,2022-05-06 14:53:38,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11332,TD - TMV6,,2022-05-06 14:54:49,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11333,TD - TMV7,,2022-05-06 14:58:27,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11334,TD - TMV8,,2022-05-06 15:00:33,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11335,TD - TMV9,,2022-05-06 15:03:28,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11336,TD - TMV10,,2022-05-06 15:04:32,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11337,TD - TMV11,,2022-05-06 15:07:39,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Tynedale,,,,
11338,21BD - TMV1,,2022-05-06 15:12:28,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,21 Belvedere Drive,,,,
11339,21BD - TMV2,,2022-05-06 15:17:10,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,21 Belvedere Drive,,,,
11340,21BD - TMV3,,2022-05-06 15:20:18,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,21 Belvedere Drive,,,,
11341,BP - TMV1,,2022-05-06 15:28:13,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11342,BP - TMV2,,2022-05-06 15:29:30,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11343,BP - TMV3,,2022-05-06 15:30:32,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11344,BP - TMV4,,2022-05-06 15:31:36,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11345,BP - TMV5,,2022-05-06 15:32:43,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11346,BP - TMV6,,2022-05-06 15:34:22,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11347,BP - TMV7,,2022-05-06 15:35:15,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11348,BP - TMV8,,2022-05-06 15:36:06,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11349,BP - TMV9,,2022-05-06 15:37:04,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11350,BP - TMV10,,2022-05-06 15:37:54,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11351,BP - TMV11,,2022-05-06 15:47:17,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11352,BP - TMV12,,2022-05-06 15:48:14,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11353,BP - TMV13,,2022-05-06 15:50:44,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11354,BP - TMV14,,2022-05-06 15:51:51,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11355,BP - TMV15,,2022-05-06 15:53:16,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11356,BP - TMV16,,2022-05-06 15:54:53,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11357,BP - TMV17,,2022-05-06 15:56:55,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11358,BP - TMV18,,2022-05-06 15:59:10,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11359,BP - TMV19,,2022-05-06 16:00:42,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11360,BP - TMV20,,2022-05-06 16:01:53,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11361,BP - TMV21,,2022-05-06 16:02:49,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11362,BP - TMV22,,2022-05-06 16:04:26,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Baylis Place,,,,
11363,HH - TMV1,,2022-05-06 16:12:40,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11364,HH - TMV2,,2022-05-06 16:13:36,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11365,HH - TMV3,,2022-05-06 16:20:01,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11366,HH - TMV4,,2022-05-06 16:21:21,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11367,HH - TMV5,,2022-05-06 16:27:26,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11368,HH - TMV6,,2022-05-06 16:30:54,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11369,HH - TMV7,,2022-05-06 16:35:05,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11370,HH - TMV8,,2022-05-06 16:39:37,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11371,HH - TMV9,,2022-05-06 16:40:56,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11372,HH - TMV10,,2022-05-06 16:42:50,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11373,HH - TMV11,,2022-05-06 16:44:26,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,,Huckleberry House,,,,
11378,DARWIN - HWD4,,2022-05-07 07:56:30,,,,,,,Hot Water Distribution,Water,Assigned,Compliant with recommendations,Darwin Place,,Staff / Management area,Staff Room 1 - Upstairs,
11379,DARWIN - HWD3,,2022-05-07 07:58:23,,,,,,,Hot Water Distribution,Water,Assigned,Compliant,Darwin Place,,Staff / Management area,Staff Room 2 - Upstairs,
11381,DARWIN - HWD2,,2022-05-07 08:00:55,,,,,,,Hot Water Distribution,Water,Assigned,Compliant,Darwin Place,,Staff / Management area,Toilet - Upstairs Staff,
11386,DARWIN - HWDapt1,,2022-05-07 08:13:15,,,,,,,Hot Water Distribution,Water,Assigned,Compliant,Darwin Place,,Gardens ,Apartment 1,
11387,DARWIN - HWDapt2,,2022-05-07 08:14:25,,,,,,,Hot Water Distribution,Water,Assigned,Compliant,Darwin Place,,Gardens ,Apartment 2,
11388,DARWIN - HWDapt3,,2022-05-07 08:15:25,,,,,,,Hot Water Distribution,Water,Assigned,Compliant,Darwin Place,,Gardens ,Apartment 3,
11389,DARWIN - CW01,,2022-05-07 08:17:58,,,,,,,Cold Water Outlet,Water,Assigned,Compliant,Darwin Place,,Ground Floor,Ensuite - Bedroom 1,
11390,DARWIN - CW02,,2022-05-07 08:20:30,,,,,,,Cold Water Outlet,Water,Assigned,Compliant,Darwin Place,,Ground Floor,Ensuite - Bedroom 2,
11391,DARWIN - CW03,,2022-05-07 08:23:01,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Ensuite - Bedroom 3,
11392,DARWIN - CW04,,2022-05-07 08:24:32,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Ensuite - Bedroom 4,
11393,DARWIN - CW05,,2022-05-07 08:25:58,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Staff / Management area,Loft Storage 1 - Upstairs,
11394,DARWIN - CW06,,2022-05-07 08:34:08,,,,,,,Cold Water Outlet,Water,Un-assigned,,Darwin Place,,Staff / Management area,Loft Storage 2 - Upstairs,
11395,DARWIN - CW07,,2022-05-07 08:35:42,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Laundry,
11396,DARWIN - CW09,,2022-05-07 08:36:51,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Staff / Management area,Toilet - Upstairs Staff,
11397,DARWIN - CW08,,2022-05-07 08:39:01,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Toilet - Communal,
11399,DARWIN - HWD1,,2022-05-07 08:49:11,,,,,,,Hot Water Distribution,Water,Assigned,Compliant,Darwin Place,,Ground Floor,Toilet - Managers / Visitor,
11400,DARWIN - CW10,,2022-05-07 08:51:32,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Gardens ,Apartment 1,
11401,DARWIN - CW11,,2022-05-07 08:52:54,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Gardens ,Apartment 2,
11402,DARWIN - CW12,,2022-05-07 08:54:04,,,,,,,Cold Water Outlet,Water,Un-assigned,Compliant,Darwin Place,,Gardens ,Apartment 3,
11403,DARWIN - TMV01,,2022-05-07 09:02:19,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Ensuite - Bedroom 1,
11404,DARWIN - TMV02,,2022-05-07 09:03:31,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Ensuite - Bedroom 2,
11405,DARWIN - TMV03,,2022-05-07 09:04:36,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Ensuite - Bedroom 3,
11406,DARWIN - TMV04,,2022-05-07 09:05:54,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Ensuite - Bedroom 4,
11407,DARWIN - TMV05,,2022-05-07 09:07:08,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Ground Floor,Kitchen,
11408,DARWIN - TMV06,,2022-05-07 09:08:39,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Gardens ,Apartment 1 - ENSUITE,
11409,DARWIN - TMV07,,2022-05-07 09:09:44,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Gardens ,Apartment 2 - ENSUITE,
11410,DARWIN - TMV08,,2022-05-07 09:10:58,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Gardens ,Apartment 3 - ENSUITE,
11411,DARWIN - TMV09,,2022-05-07 15:46:14,,,,,,,TMV (Thermostatic Mixing Valve),Water,Un-assigned,Compliant,Darwin Place,,Staff / Management area,Toilet - Upstairs Staff,
11412,COURT OFF - FD1,,2022-05-07 16:00:51,,,,,,,Fire Doors,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Office 1,
11413,COURT OFF - FD2,,2022-05-07 16:01:56,,,,,,,Fire Doors,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Office 2,
11414,COURT OFF - FD3,,2022-05-07 16:03:01,,,,,,,Fire Doors,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Stores Room,
11415,COURT OFF - FD4,,2022-05-07 16:04:15,,,,,,,Fire Doors,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Regional Directors Office,
11416,COURT OFF - FD5,,2022-05-07 16:05:24,,,,,,,Fire Doors,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Board / Training Room,
11417,COURT OFF - FA1,,2022-05-07 16:06:47,,,,,,,Fire Alarm,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Main Entrance and Lobby,
11418,COURT OFF - EF1,,2022-05-07 16:09:23,,,,,,,Extractor Fan,Maintenance,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Staff Toilet,
11419,COURT OFF - EF2,,2022-05-07 16:10:56,,,,,,,Extractor Fan,Maintenance,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Visitors Toilet,
11420,COURT OFF - HWD01,,2022-05-07 16:14:49,,,,,,,Hot Water Distribution,Water,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Kitchen,
11421,COURT OFF - HWD2,,2022-05-07 16:19:17,,,,,,,Hot Water Distribution,Water,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Staff Toilet,
11422,COURT OFF - AC02,,2022-05-07 16:26:00,,,,,,,AIR CONDITIONING UNIT,Water,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Office 2,
11423,COURT OFF - AC01,,2022-05-07 16:27:09,,,,,,,AIR CONDITIONING UNIT,Water,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Regional Directors Office,
11424,COURT OFF - AC03,,2022-05-07 16:28:11,,,,,,,AIR CONDITIONING UNIT,Water,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Board / Training Room,
11425,COURT OFF - FEX01,,2022-05-07 16:29:35,,,,,,,Fire Extinguisher,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Main Entrance and Lobby,
11426,COURT OFF - FE01,,2022-05-07 16:31:36,,,,,,,Fire Exit,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Main corridor to Emilys,
11427,COURT OFF - CW1,,2022-05-07 16:33:20,,,,,,,Cold Water Outlet,Water,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Kitchen,
11428,COURT OFF - CW2,,2022-05-07 16:34:48,,,,,,,Cold Water Outlet,Water,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Visitors Toilet,
11429,COURT OFF - SVPOU1,,2022-05-07 16:37:25,,,,,,,TMV (Thermostatic Mixing Valve),Water,Assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Staff Toilet,
11430,COURT OFF - EML1,,2022-05-07 16:38:45,,,,,,,Emergency Lights,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Main Entrance and Lobby,
11431,COURT OFF - EML2,,2022-05-07 16:39:54,,,,,,,Emergency Lights,Fire,Un-assigned,,Courtyard Care Ltd - HO,,Ground Floor ,Main corridor to Emilys,
11432,EMILYS - WR1,,2022-05-07 16:42:08,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Bedroom 1,
11433,EMILYS - WR2,,2022-05-07 16:43:07,,,,,,,Window Restrictor,Maintenance,Assigned,,Emilys House,,Ground Floor ,Bedroom 2,
11434,EMILYS - WR3,,2022-05-07 16:44:04,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Bedroom 3,
11435,EMILYS - WR4,,2022-05-07 16:46:04,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Bedroom 4,
11436,EMILYS - WR5,,2022-05-07 16:47:50,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Bedroom 5,
11437,EMILYS - WR6,,2022-05-07 16:48:49,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Bedroom 6,
11438,EMILYS - WR7,,2022-05-07 16:49:58,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Sensory Room,
11439,EMILYS - WR8,,2022-05-07 16:51:15,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Family Room,
11440,EMILYS - WR9,,2022-05-07 16:52:33,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Lounge,
11441,EMILYS - WR10,,2022-05-07 16:53:43,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Dining Room,
11442,EMILYS - WR11,,2022-05-07 16:54:55,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Kitchen,
11443,EMILYS - WR12,,2022-05-07 16:56:21,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Sleep room,
11444,EMILYS - WR13,,2022-05-07 16:57:50,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,J&amp;J Bathroom 1,
11445,EMILYS - WR14,,2022-05-07 16:58:55,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,J&amp;J Bathroom 2,
11446,EMILYS - WR15,,2022-05-07 17:00:11,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,J&amp;J Bathroom 3,
11447,EMILYS - WR16,,2022-05-07 17:02:00,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Managers Office,
11448,EMILYS - WR17,,2022-05-07 17:03:20,,,,,,,Window Restrictor,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Staff Room,
11449,EMILYS - EF1,,2022-05-07 17:05:08,,,,,,,Extractor Fan,Maintenance,Un-assigned,,Emilys House,,Ground Floor ,Kitchen,
