Asset Id,Asset Unique Id,Parent Asset Id,Asset Type,Compliance Status,Site Name,Site Postcode,Sub Block Name,Zone Name,Location Name,
10626,TC-WR01,,Window Restrictor,,Ty Cornel,CF46 6NP,Ground Floor,01 - First Floor,Bedroom 1,
10626,TC-WR01,,Window Restrictor,,Ty Cornel,CF46 6NP,Kitchen ,01 - First Floor,Bedroom 1,
10627,TC-WR02,,Window Restrictor,,Ty Cornel,CF46 6NP,Kitchen ,01 - First Floor,Bedroom 2,
10627,TC-WR02,,Window Restrictor,,Ty Cornel,CF46 6NP,Ground Floor,01 - First Floor,Bedroom 2,
10628,TC-WR03,,Window Restrictor,,Ty Cornel,CF46 6NP,Kitchen ,01 - First Floor,Bedroom 3,
10628,TC-WR03,,Window Restrictor,,Ty Cornel,CF46 6NP,Ground Floor,01 - First Floor,Bedroom 3,
10629,TC-WR04,,Window Restrictor,,Ty Cornel,CF46 6NP,Kitchen ,01 - First Floor,Bathroom,
10629,TC-WR04,,Window Restrictor,,Ty Cornel,CF46 6NP,Ground Floor,01 - First Floor,Bathroom,
10634,TC-DG01,,Doorguard,,Ty Cornel,CF46 6NP,Kitchen ,00 - Ground Floor,Porch,
10634,TC-DG01,,Doorguard,,Ty Cornel,CF46 6NP,Ground Floor,00 - Ground Floor,Porch,
10635,TC-DG03,,Doorguard,,Ty Cornel,CF46 6NP,Ground Floor,00 - Ground Floor,Kitchen,
10635,TC-DG03,,Doorguard,,Ty Cornel,CF46 6NP,Kitchen ,00 - Ground Floor,Kitchen,
10636,TC-DG04,,Doorguard,,Ty Cornel,CF46 6NP,Ground Floor,00 - Ground Floor,Office,
10636,TC-DG04,,Doorguard,,Ty Cornel,CF46 6NP,Kitchen ,00 - Ground Floor,Office,
10637,TC-SHOWERANDTAP,,Water Outlet,Compliant,Ty Cornel,CF46 6NP,Ground Floor,01 - First Floor,Bathroom,
10637,TC-SHOWERANDTAP,,Water Outlet,Compliant,Ty Cornel,CF46 6NP,Kitchen ,01 - First Floor,Bathroom,
10638,TC-CWO01,,Water Outlet,Compliant,Ty Cornel,CF46 6NP,Kitchen ,00 - Ground Floor,Kitchen,
10638,TC-CWO01,,Water Outlet,Compliant,Ty Cornel,CF46 6NP,Ground Floor,00 - Ground Floor,Kitchen,
10639,TC-TMV01,,TMV (Thermostatic Mixing Valve),,Ty Cornel,CF46 6NP,Kitchen ,01 - First Floor,Bathroom,
10639,TC-TMV01,,TMV (Thermostatic Mixing Valve),,Ty Cornel,CF46 6NP,Ground Floor,01 - First Floor,Bathroom,
10640,TC-TMV02,,TMV (Thermostatic Mixing Valve),,Ty Cornel,CF46 6NP,Kitchen ,00 - Ground Floor,Kitchen,
10640,TC-TMV02,,TMV (Thermostatic Mixing Valve),,Ty Cornel,CF46 6NP,Ground Floor,00 - Ground Floor,Kitchen,
10659,BOSTOCK - FB01,,Fire Blanket,,Bostock,TF3 1BU,,Ground Floor,Kitchen,
10660,BOSTOCK - FE01,,Fire Doors,,Bostock,TF3 1BU,,Ground Floor,Hallway,
10661,BOSTOCK - LR01,,Tumble Dryer,,Bostock,TF3 1BU,,Ground Floor,Kitchen,
10662,BOSTOCK - EF01,,Extractor Fan,,Bostock,TF3 1BU,,Ground Floor,Kitchen,
10663,BOSTOCK - EF02,,Extractor Fan,,Bostock,TF3 1BU,,Ground Floor,Bathroom,
10664,BOSTOCK - Co201,,C0 Monitor,,Bostock,TF3 1BU,,Loft area ,Boiler Room,
10665,BOSTOCK - Co202,,C0 Monitor,,Bostock,TF3 1BU,,Ground Floor,Lounge,
10666,BOSTOCK - Co2B01,,C0 Monitor,,Bostock,TF3 1BU,,Loft area ,Boiler Room,
10667,BOSTOCK - Co2B02,,C0 Monitor,,Bostock,TF3 1BU,,Ground Floor,Lounge,
10668,BOSTOCK - HW01,,Hot Water Distribution,,Bostock,TF3 1BU,,Ground Floor,Kitchen,
10669,BOSTOCK - CW01,,Cold Water Outlet,,Bostock,TF3 1BU,,Ground Floor,Bathroom,
10670,BOSTOCK - WD,,Water Outlet,,Bostock,TF3 1BU,,Ground Floor,Bathroom,
10671,BOSTOCK - TMV01,,TMV (Thermostatic Mixing Valve),,Bostock,TF3 1BU,,Ground Floor,Bathroom,
10684,OAKVIEW - FA1,,Fire Alarm,,Oakview,TF2 0AA,,Ground Floor,Hallway,
10685,OAKVIEW - FA2,,Fire Alarm,,Oakview,TF2 0AA,,1st Floor,Landing,
10686,OAKVIEW - FE1,,Fire Doors,,Oakview,TF2 0AA,,1st Floor,Bedroom 2,
10687,OAKVIEW - FE2,,Fire Doors,,Oakview,TF2 0AA,,1st Floor,Bedroom 2,
10688,OAKVIEW - FE3,,Fire Doors,,Oakview,TF2 0AA,,Ground Floor,Kitchen,
10689,OAKVIEW - FE4,,Fire Doors,,Oakview,TF2 0AA,,Ground Floor,Hallway,
10690,OAKVIEW - FLR01,,Record of Lint Removal,,Oakview,TF2 0AA,,Ground Floor,Kitchen,
10691,OAKVIEW - EF01,,Extractor Fan,,Oakview,TF2 0AA,,Ground Floor,Kitchen,
10692,OAKVIEW - Co201,,C0 Monitor,,Oakview,TF2 0AA,,1st Floor,Bedroom 2,
10693,OAKVIEW - Co202,,C0 Monitor,,Oakview,TF2 0AA,,1st Floor,Bedroom 2,
10694,OAKVIEW - Co2B01,,C0 Monitor,,Oakview,TF2 0AA,,Ground Floor,Bedroom 1,
10695,OAKVIEW - Co2B02,,C0 Monitor,,Oakview,TF2 0AA,,Ground Floor,Bedroom 1,
10703,OAKVIEW - HWD01,,Hot Water Distribution,,Oakview,TF2 0AA,,Ground Floor,Kitchen,
10704,OAKVIEW - HWD02,,Hot Water Distribution,,Oakview,TF2 0AA,,Ground Floor,Wetroom 1,
10705,OAKVIEW - HWD03,,Hot Water Distribution,,Oakview,TF2 0AA,,1st Floor,Bedroom 2 - Ensuite Bathroom,
10706,OAKVIEW - CW01,,Cold Water Outlet,,Oakview,TF2 0AA,,Ground Floor,Kitchen,
10707,OAKVIEW - CW02,,Cold Water Outlet,,Oakview,TF2 0AA,,Ground Floor,Wetroom 1,
10708,OAKVIEW - CW03,,Cold Water Outlet,,Oakview,TF2 0AA,,1st Floor,Bedroom 2 - Ensuite Bathroom,
10709,OAKVIEW - BW01,,Shower and Tap Outlets,,Oakview,TF2 0AA,,Ground Floor,Wetroom 1,
10710,OAKVIEW - BW02,,Shower and Tap Outlets,,Oakview,TF2 0AA,,1st Floor,Bedroom 2 - Ensuite Bathroom,
10711,OAKVIEW - WD02,,Water Outlet,,Oakview,TF2 0AA,,Ground Floor,Wetroom 1,
10712,OAKVIEW - WD01,,Water Outlet,,Oakview,TF2 0AA,,Ground Floor,Kitchen,
10713,OAKVIEW - WD03,,Water Outlet,,Oakview,TF2 0AA,,1st Floor,Bedroom 2,
10714,OAKVIEW - TMV01,,TMV (Thermostatic Mixing Valve),,Oakview,TF2 0AA,,Ground Floor,Wetroom 1,
10715,OAKVIEW - TMV02,,TMV (Thermostatic Mixing Valve),,Oakview,TF2 0AA,,1st Floor,Bedroom 2 - Ensuite Bathroom,
10716,BOSTOCK - EML,,Emergency Lights,,Bostock,TF3 1BU,,Ground Floor,Hallway,
10717,HOLLY - FA1,,Fire Alarm,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10718,HOLLY - FA2,,Fire Alarm,,Holly House,BL4 0AJ,,Ground Floor,Hallway,
10719,HOLLY - FA3,,Fire Alarm,,Holly House,BL4 0AJ,,1st Floor,Office 2,
10748,HOLLY - FX01,,Fire Doors,,Holly House,BL4 0AJ,,Basement,Stores Area,
10749,HOLLY - FX02,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10750,HOLLY - FX03,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Hallway,
10751,HOLLY - FEX01,,Fire Extinguisher,,Holly House,BL4 0AJ,,Basement,Stores Area,
10752,HOLLY - FEX02,,Fire Extinguisher,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10753,HOLLY - FEX03,,Fire Extinguisher,,Holly House,BL4 0AJ,,Ground Floor,Hallway,
10754,HOLLY - FD01,,Fire Doors,,Holly House,BL4 0AJ,,1st Floor,Bedroom 1,
10755,HOLLY - FD02,,Fire Doors,,Holly House,BL4 0AJ,,1st Floor,Bedroom 2,
10756,HOLLY - FD03,,Fire Doors,,Holly House,BL4 0AJ,,1st Floor,Bedroom 3,
10757,HOLLY - FD04,,Fire Doors,,Holly House,BL4 0AJ,,1st Floor,Bedroom 4,
10758,HOLLY - FD05,,Fire Doors,,Holly House,BL4 0AJ,,1st Floor,Bedroom 5,
10759,HOLLY - FD06,,Fire Doors,,Holly House,BL4 0AJ,,Basement,Stores Area,
10760,HOLLY - FD07,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Lounge 1,
10761,HOLLY - FD08,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Lounge 2,
10762,HOLLY - FD09,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Dining Room,
10763,HOLLY - FD10,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10764,HOLLY - FD11,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Laundry,
10765,HOLLY - FD12,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Sleep room,
10766,HOLLY - FD13,,Fire Doors,,Holly House,BL4 0AJ,,Ground Floor,Office 1,
10767,HOLLY - FD14,,Fire Doors,,Holly House,BL4 0AJ,,1st Floor,Office 2,
10768,HOLLY - EML01,,Emergency Lights,,Holly House,BL4 0AJ,,1st Floor,Bedroom 1,
10769,HOLLY - EML02,,Emergency Lights,,Holly House,BL4 0AJ,,1st Floor,Bedroom 2,
10770,HOLLY - EML03,,Emergency Lights,,Holly House,BL4 0AJ,,1st Floor,Bedroom 3,
10771,HOLLY - EML04,,Emergency Lights,,Holly House,BL4 0AJ,,1st Floor,Bedroom 4,
10772,HOLLY - EML05,,Emergency Lights,,Holly House,BL4 0AJ,,1st Floor,Bedroom 5,
10773,HOLLY - EML06,,Emergency Lights,,Holly House,BL4 0AJ,,Ground Floor,Lounge 1,
10774,HOLLY - EML07,,Emergency Lights,Compliant with recommendations,Holly House,BL4 0AJ,,Ground Floor,Lounge 2,
10775,HOLLY - EML08,,Emergency Lights,,Holly House,BL4 0AJ,,Ground Floor,Dining Room,
10776,HOLLY - EML09,,Emergency Lights,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10777,HOLLY - EML10,,Emergency Lights,,Holly House,BL4 0AJ,,Ground Floor,Hallway,
10778,HOLLY - EML11,,Emergency Lights,,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10779,HOLLY - EML12,,Emergency Lights,,Holly House,BL4 0AJ,,1st Floor,Bathroom,
10780,HOLLY - EML13,,Emergency Lights,,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10781,HOLLY - EML14,,Emergency Lights,,Holly House,BL4 0AJ,,External,Rear Garden,
10782,HOLLY - LR01,,Record of Lint Removal,,Holly House,BL4 0AJ,,Ground Floor,Laundry,
10783,HOLLY - WR01,,Window Restrictor,,Holly House,BL4 0AJ,,1st Floor,Bedroom 1,
10784,HOLLY - WR02,,Window Restrictor,,Holly House,BL4 0AJ,,1st Floor,Bedroom 2,
10785,HOLLY - WR03,,Window Restrictor,,Holly House,BL4 0AJ,,1st Floor,Bedroom 3,
10786,HOLLY - WR04,,Window Restrictor,,Holly House,BL4 0AJ,,1st Floor,Bedroom 4,
10787,HOLLY - WR05,,Window Restrictor,,Holly House,BL4 0AJ,,1st Floor,Bedroom 5,
10788,HOLLY - WR06,,Window Restrictor,,Holly House,BL4 0AJ,,Ground Floor,Lounge 1,
10789,HOLLY - WR07,,Window Restrictor,,Holly House,BL4 0AJ,,Ground Floor,Lounge 2,
10790,HOLLY - WR08,,Window Restrictor,,Holly House,BL4 0AJ,,Ground Floor,Dining Room,
10791,HOLLY - WR09,,Window Restrictor,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10792,HOLLY - WR10,,Window Restrictor,,Holly House,BL4 0AJ,,Ground Floor,Laundry,
10793,HOLLY - WR11,,Window Restrictor,,Holly House,BL4 0AJ,,1st Floor,Bathroom,
10794,HOLLY - WR12,,Window Restrictor,,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10795,HOLLY - WR13,,Window Restrictor,,Holly House,BL4 0AJ,,Ground Floor,Toilet - Communal,
10796,HOLLY - WR14,,Window Restrictor,,Holly House,BL4 0AJ,,Ground Floor,Sleep room,
10797,HOLLY - EF01,,Extractor Fan,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10798,HOLLY - EF02,,Extractor Fan,,Holly House,BL4 0AJ,,Ground Floor,Laundry,
10799,HOLLY - EF03,,Extractor Fan,,Holly House,BL4 0AJ,,Ground Floor,Toilet - Communal,
10800,HOLLY - EF04,,Extractor Fan,,Holly House,BL4 0AJ,,1st Floor,Bathroom,
10801,HOLLY - EF05,,Extractor Fan,,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10802,HOLLY - LSC01,,Ladder Safety Checks,,Holly House,BL4 0AJ,,Basement,Stores Area,
10803,HOLLY - DG01,,Doorguard,,Holly House,BL4 0AJ,,1st Floor,Bedroom 1,
10805,HOLLY - DG02,,Doorguard,,Holly House,BL4 0AJ,,1st Floor,Bedroom 2,
10807,HOLLY - DG03,,Doorguard,,Holly House,BL4 0AJ,,1st Floor,Bedroom 3,
10809,HOLLY - DG04,,Doorguard,,Holly House,BL4 0AJ,,1st Floor,Bedroom 4,
10811,HOLLY - DG05,,Doorguard,,Holly House,BL4 0AJ,,1st Floor,Bedroom 5,
10813,HOLLY - Co201,,C0 Monitor,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10814,HOLLY - Co2B01,,C0 Monitor,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10815,HOLLY - DG06,,Doorguard,,Holly House,BL4 0AJ,,Ground Floor,Lounge 1,
10817,HOLLY - DG07,,Doorguard,,Holly House,BL4 0AJ,,Ground Floor,Lounge 2,
10819,HOLLY - DG08,,Doorguard,,Holly House,BL4 0AJ,,Ground Floor,Dining Room,
10821,HOLLY - DG09,,Doorguard,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10823,HOLLY - DG10,,Doorguard,,Holly House,BL4 0AJ,,Ground Floor,Toilet - Communal,
10825,HOLLY - DG11,,Doorguard,,Holly House,BL4 0AJ,,Ground Floor,Sleep room,
10827,HOLLY - DG12,,Doorguard,,Holly House,BL4 0AJ,,1st Floor,Office 2,
10829,HOLLY - HWD01,,Hot Water Distribution,,Holly House,BL4 0AJ,,1st Floor,Bathroom,
10830,HOLLY - HWD02,,Hot Water Distribution,,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10831,HOLLY - CW01,,Cold Water Outlet,,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10832,HOLLY - CW02,,Cold Water Outlet,,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10833,HOLLY - TMV4,,TMV (Thermostatic Mixing Valve),,Holly House,BL4 0AJ,,Ground Floor,Toilet - Communal,
10834,HOLLY - HWD03,,Hot Water Distribution,,Holly House,BL4 0AJ,,Ground Floor,Toilet - Communal,
10835,HOLLY - BL01,,Shower and Tap Outlets,,Holly House,BL4 0AJ,,1st Floor,Bathroom,
10836,HOLLY - BL02,,Shower and Tap Outlets,,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10837,HOLLY - TMV3,,TMV (Thermostatic Mixing Valve),,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10838,HOLLY - BL04,,Shower and Tap Outlets,,Holly House,BL4 0AJ,,Ground Floor,Laundry,
10839,HOLLY - WD01,,Water Outlet,,Holly House,BL4 0AJ,,Ground Floor,Kitchen,
10840,HOLLY - WD02,,Water Outlet,,Holly House,BL4 0AJ,,Ground Floor,Laundry,
10841,HOLLY - WD03,,Water Outlet,,Holly House,BL4 0AJ,,Ground Floor,Laundry,
10842,HOLLY - WD04,,Water Outlet,,Holly House,BL4 0AJ,,1st Floor,Bathroom,
10843,HOLLY - TMV01,,TMV (Thermostatic Mixing Valve),,Holly House,BL4 0AJ,,1st Floor,Shower Room,
10844,HOLLY - TMV02,,TMV (Thermostatic Mixing Valve),,Holly House,BL4 0AJ,,1st Floor,Bathroom,
10845,DARWIN - FD01,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 1,
10846,DARWIN - FD02,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 2,
10847,DARWIN - FD03,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 3,
10848,DARWIN - FD04,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 4,
10849,DARWIN - FE01,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 1,
10850,DARWIN - FE02,,Fire Doors,,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
10851,DARWIN - FE03,,Fire Doors,,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
10852,DARWIN - FE04,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Lounge,
10853,DARWIN - FE05,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Snug,
10854,DARWIN - FE06,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Kitchen,
10855,DARWIN - FE07,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Hallway,
10856,DARWIN - FE08,,Fire Doors,,Darwin Place,TF13 6AT,,Ground Floor,Hallway,
10857,DARWIN - FE09,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Office,
10858,DARWIN - FD05,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Loft Storage 1 - Upstairs,
10859,DARWIN - FD06,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Loft Storage 2 - Upstairs,
10860,DARWIN - FD07,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Lounge,
10861,DARWIN - FD08,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Kitchen,
10862,DARWIN - FD09,,Fire Doors,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Laundry,
10863,DARWIN - FD10,,Fire Doors,,Darwin Place,TF13 6AT,,Ground Floor,Hallway,
10864,DARWIN - FD11,,Fire Doors,,Darwin Place,TF13 6AT,,Staff / Management area,Office,
10865,DARWIN - FA1,,Fire Alarm,,Darwin Place,TF13 6AT,,Gardens ,Apartment 1,
10866,DARWIN - FA2,,Fire Alarm,,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
10867,DARWIN - FA3,,Fire Alarm,,Darwin Place,TF13 6AT,,Gardens ,Apartment 3,
10868,DARWIN - FA4,,Fire Alarm,,Darwin Place,TF13 6AT,,Ground Floor,Snug,
10869,DARWIN - FA5,,Fire Alarm,,Darwin Place,TF13 6AT,,Ground Floor,Hallway,
10870,DARWIN - FA6,,Fire Alarm,,Darwin Place,TF13 6AT,,Upper floor ,,
10871,DARWIN - FA7,,Fire Alarm,,Darwin Place,TF13 6AT,,Staff / Management area,Office,
10872,DARWIN - FEX01,,Fire Extinguisher,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 1,
10873,DARWIN - FEX02,,Fire Extinguisher,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
10874,DARWIN - FEX03,,Fire Extinguisher,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 3,
10875,DARWIN - FEX04,,Fire Extinguisher,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Loft Storage 1 - Upstairs,
10876,DARWIN - FEX05,,Fire Extinguisher,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Loft Storage 2 - Upstairs,
10877,DARWIN - FEX06,,Fire Extinguisher,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Snug,
10878,DARWIN - FEX07,,Fire Blanket,,Darwin Place,TF13 6AT,,Ground Floor,Kitchen,
10879,DARWIN - FEX08,,Fire Extinguisher,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Hallway,
10880,DARWIN - FEX09,,Fire Extinguisher,Compliant,Darwin Place,TF13 6AT,,Ground Floor,REAR CORRIDOR,
10881,DARWIN - LR01,,Record of Lint Removal,,Darwin Place,TF13 6AT,,Gardens ,Apartment 1,
10882,DARWIN - LR02,,Record of Lint Removal,,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
10883,DARWIN - LR03,,Record of Lint Removal,,Darwin Place,TF13 6AT,,Gardens ,Apartment 3,
10884,DARWIN - LR04,,Record of Lint Removal,,Darwin Place,TF13 6AT,,Ground Floor,Laundry,
10885,DARWIN - NC01,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 1,
10886,DARWIN - NC02,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 2,
10887,DARWIN - NC03,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 3,
10888,DARWIN - NC04,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 4,
10889,DARWIN - NC05,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Gardens ,Apartment 1,
10890,DARWIN - NC06,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
10891,DARWIN - NC07,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Gardens ,Apartment 3,
10892,DARWIN - NC08,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,Dining Room,
10893,DARWIN - NC09,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,Lounge,
10894,DARWIN - NC10,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,Kitchen,
10895,DARWIN - NC11,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,Hallway,
10896,DARWIN - NC12,,Nurse Call/panic/attack alarms,,Darwin Place,TF13 6AT,,Ground Floor,REAR CORRIDOR,
10897,DARWIN - WR01,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 1,
10898,DARWIN - WR02,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 2,
10899,DARWIN - WR03,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 3,
10900,DARWIN - WR04,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Bedroom 4,
10902,DARWIN - WR06,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 2,
10903,DARWIN - WR05,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 1,
10904,DARWIN - WR07,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 3,
10905,DARWIN - WR08,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 4,
10906,DARWIN - WR09,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 1,
10907,DARWIN - WR10,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
10908,DARWIN - WR11,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 3,
10909,DARWIN - WR12,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Lounge,
10910,DARWIN - WR13,,Window Restrictor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Snug,
10911,DARWIN - EF01,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 1 - ENSUITE,
10912,DARWIN - EF02,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 2 - ENSUITE,
10913,DARWIN - EF03,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 3 - ENSUITE,
10914,DARWIN - EF04,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 1,
10915,DARWIN - EF05,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 2,
10916,DARWIN - EF06,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 3,
10917,DARWIN - EF07,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Ensuite - Bedroom 4,
10918,DARWIN - EF08,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Toilet - Upstairs Staff,
10919,DARWIN - EF09,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Toilet - Communal,
10920,DARWIN - EF10,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Laundry,
10921,DARWIN - EF11,,Extractor Fan,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Toilet - Managers / Visitor,
10922,DARWIN - CO1,,C0 Monitor,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 1,
10924,DARWIN - C02,,C0 Monitor,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 2,
10926,DARWIN - C03,,C0 Monitor,Compliant,Darwin Place,TF13 6AT,,Gardens ,Apartment 3,
10928,DARWIN - CO4,,C0 Monitor,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Kitchen,
10930,DARWIN - DG01,,Doorguard,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Lounge,
10932,DARWIN - DG02,,Doorguard,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Dining Room,
10934,DARWIN - DG03,,Doorguard,Compliant,Darwin Place,TF13 6AT,,Ground Floor,Hallway,
10937,DARWIN - EXLC,,External Lighting Checks,Compliant,Darwin Place,TF13 6AT,,,,
10938,DARWIN - FLUO01,,Water Outlet,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Loft Storage 1 - Upstairs,
10939,DARWIN - FLUO02,,Water Outlet,Compliant,Darwin Place,TF13 6AT,,Staff / Management area,Loft Storage 1 - Upstairs,
11086,DYG C02,,C0 Monitor,,Dan Y Graig,SA17 4SW,,Ground Floor ,Boiler Room,
11087,DYG EX lights,,External Lighting Checks,,Dan Y Graig,SA17 4SW,,External ,Grounds/Outbuildings,
11088,Wood co2001,,C0 Monitor,,Woodlands,B80 7PA,,Ground Floor Old,Kitchen,
11089,DYG EXF-01,,Extractor Fan,,Dan Y Graig,SA17 4SW,,Ground Floor ,Kitchen/Store room,
11090,DYG EXF-02,,Extractor Fan,,Dan Y Graig,SA17 4SW,,Ground Floor ,WC,
11091,DYG EXF-03,,Extractor Fan,,Dan Y Graig,SA17 4SW,,Ground Floor ,CK Bedroom /En suite,
11092,DYG EXF-04,,Extractor Fan,,Dan Y Graig,SA17 4SW,,Ground Floor ,JJ Bedroom/En suite,
11093,DYG EXF-05,,Extractor Fan,,Dan Y Graig,SA17 4SW,,Ground Floor ,Utility Room,
11094,DYG EXF-06,,Extractor Fan,,Dan Y Graig,SA17 4SW,,First Floor ,Bathroom,
11095,DYG EXF-07,,Extractor Fan,,Dan Y Graig,SA17 4SW,,First Floor ,BC Bedroom/En suite,
11096,DYG EXF-08,,Extractor Fan,,Dan Y Graig,SA17 4SW,,First Floor ,DB Bedroom/En suite,
11097,DYG EXF-09,,Extractor Fan,,Dan Y Graig,SA17 4SW,,First Floor ,DT Bedroom/En suite,
